Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,GCA,GCA90
2259,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28-247,1995,15.9,4,0.25,1,0.06
2260,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28-295,1995,9.4,7,0.74,1,0.11
2261,Jason Steele,eng ENG,GK,Brighton,eng Premier League,33-169,1990,13,0,0,0,0
2262,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27-320,1996,9,24,2.68,7,0.78
2263,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21-337,2002,0.5,0,0,0,0
2264,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,29-057,1994,17.6,65,3.69,9,0.51
2265,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23-318,2000,1.1,3,2.7,0,0
2266,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22-305,2001,0.9,5,5.42,0,0
2267,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22-305,2001,16.2,59,3.64,7,0.43
2268,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,30-160,1993,15.1,105,6.97,5,0.33
2269,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,24-030,2000,1.7,0,0,0,0
2270,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29-251,1994,5.6,5,0.9,0,0
2271,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28-321,1995,1.5,0,0,0,0
2272,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23-362,2000,19.5,44,2.26,5,0.26
2273,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26-291,1997,12.4,41,3.32,2,0.16
2274,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33-355,1990,8.8,29,3.28,5,0.57
2275,Cristhian Stuani,uy URU,FW,Girona,es La Liga,37-114,1986,7.1,12,1.69,1,0.14
2276,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30-322,1993,16.2,13,0.8,1,0.06
2277,Damián Suárez,uy URU,DF,Getafe,es La Liga,35-282,1988,14.4,33,2.28,4,0.28
2278,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,30-028,1994,1.5,8,5.37,0,0
2279,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,26-178,1997,15.6,47,3.01,3,0.19
2280,Isaac Success,ng NGA,FW,Udinese,it Serie A,28-027,1996,8.1,23,2.85,2,0.25
2281,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,28-153,1995,9.4,11,1.17,1,0.11
2282,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20-257,2003,9.5,11,1.15,0,0
2283,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21-241,2002,12.9,29,2.25,2,0.16
2284,Suso,es ESP,"MF,FW",Sevilla,es La Liga,30-076,1993,12.1,72,5.96,8,0.66
2285,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,25-029,1999,14.6,46,3.15,8,0.55
2286,Mile Svilar,rs SRB,GK,Roma,it Serie A,24-160,1999,1,0,0,0,0
2287,Williot Swedberg,se SWE,"MF,FW",Celta Vigo,es La Liga,20-002,2004,1,3,2.93,1,0.98
2288,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,21-040,2002,11.6,5,0.43,1,0.09
2289,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,21-085,2002,0.5,0,0,0,0
2290,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,30-033,1994,8,15,1.87,0,0
2291,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29-320,1994,0.2,0,0,0,0
2292,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,26-014,1998,3.2,6,1.87,0,0
2293,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,26-014,1998,0.2,0,0,0,0
2294,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33-291,1990,20,2,0.1,0,0
2295,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,23-101,2000,18.4,77,4.18,6,0.33
2296,Przemysław Szymiński,pl POL,MF,Frosinone,it Serie A,29-224,1994,0.1,0,0,0,0
2297,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,28-060,1995,14.9,37,2.48,12,0.8
2298,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26-238,1997,14.1,49,3.48,6,0.43
2299,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,31-156,1992,14.7,24,1.64,1,0.07
2300,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27-357,1996,15.5,6,0.39,0,0
2301,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25-253,1998,18,11,0.61,0,0
2302,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29-364,1994,14.7,16,1.09,4,0.27
2303,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,28-190,1995,10.1,21,2.09,0,0
2304,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,25-001,1999,13,18,1.38,4,0.31
2305,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,28-138,1995,0.9,4,4.62,0,0
2306,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21-259,2002,4.2,8,1.91,0,0
2307,James Tarkowski,eng ENG,DF,Everton,eng Premier League,31-076,1992,22,23,1.05,2,0.09
2308,César Tárrega,es ESP,DF,Valencia,es La Liga,21-342,2002,0.1,0,0,0,0
2309,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,24-008,2000,2.1,1,0.49,0,0
2310,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24-318,1999,15,58,3.86,7,0.47
2311,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22-279,2001,0.3,0,0,0,0
2312,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,30-138,1993,16,17,1.06,2,0.12
2313,Loum Tchaouna,fr FRA,"MF,FW",Salernitana,it Serie A,20-148,2003,9.5,23,2.43,4,0.42
2314,Jackson Tchatchoua,be BEL,DF,Hellas Verona,it Serie A,22-142,2001,10.4,26,2.49,2,0.19
2315,Enzo Tchato,cm CMR,"DF,MF",Montpellier,fr Ligue 1,21-072,2002,3.6,3,0.83,0,0
2316,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,es La Liga,24-007,2000,13,20,1.54,5,0.38
2317,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,18-282,2005,3.7,14,3.73,5,1.33
2318,Nathan Tella,ng NGA,DF,Leverkusen,de Bundesliga,24-213,1999,1.8,10,5.59,1,0.56
2319,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,27-347,1996,4.5,5,1.12,0,0
2320,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22-249,2001,2.9,0,0,0,0
2321,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31-279,1992,13,4,0.31,1,0.08
2322,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,20-360,2003,14.4,36,2.5,4,0.28
2323,Filippo Terracciano,it ITA,FW,Milan,it Serie A,20-360,2003,0,0,0,0,0
2324,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33-332,1990,20,3,0.15,0,0
2325,Ramón Terrats,es ESP,MF,Villarreal,es La Liga,23-108,2000,6.9,13,1.88,2,0.29
2326,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,26-336,1997,6.9,21,3.04,3,0.43
2327,Kenny Tete,nl NED,DF,Fulham,eng Premier League,28-117,1995,7.4,8,1.08,0,0
2328,Benjamin Tetteh,gh GHA,"FW,MF",Metz,fr Ligue 1,26-208,1997,2.8,6,2.08,0,0
2329,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,30-126,1993,14.6,61,4.18,6,0.41
2330,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,31-008,1993,10.5,36,3.44,1,0.1
2331,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,23-254,2000,15.4,7,0.45,1,0.06
2332,Norman Theuerkauf,de GER,"MF,DF",Heidenheim,de Bundesliga,37-010,1987,8.6,12,1.4,2,0.23
2333,Malick Thiaw,de GER,DF,Milan,it Serie A,22-179,2001,10.3,8,0.78,1,0.1
2334,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,21-253,2002,7.8,20,2.58,0,0
2335,Denis Thomalla,de GER,"MF,FW",Heidenheim,de Bundesliga,31-171,1992,3.9,8,2.05,0,0
2336,Luke Thomas,eng ENG,DF,Sheffield Utd,eng Premier League,22-238,2001,10.2,10,0.98,0,0
2337,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,30-055,1993,10.2,55,5.41,1,0.1
2338,Morten Thorsby,no NOR,MF,Genoa,it Serie A,27-274,1996,7.6,8,1.06,1,0.13
2339,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,24-327,1999,13.1,40,3.06,1,0.08
2340,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,22-314,2001,10.8,42,3.88,2,0.18
2341,Marcus Thuram,fr FRA,FW,Inter,it Serie A,26-181,1997,17.8,49,2.75,15,0.84
2342,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,24-336,1999,12.3,26,2.12,2,0.16
2343,Youri Tielemans,be BEL,"MF,FW",Aston Villa,eng Premier League,26-272,1997,7.3,19,2.62,7,0.96
2344,Kieran Tierney,sct SCO,DF,Real Sociedad,es La Liga,26-243,1997,8.7,6,0.69,1,0.11
2345,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26-209,1997,14.2,30,2.11,4,0.28
2346,Steffen Tigges,de GER,"FW,MF",Köln,de Bundesliga,25-187,1998,4.4,9,2.07,0,0
2347,Antonio Tikvić,hr CRO,DF,Udinese,it Serie A,19-288,2004,0,0,0,0,0
2348,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,22-231,2001,0.5,0,0,0,0
2349,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,24-035,1999,14.6,23,1.57,4,0.27
2350,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,28-168,1995,11.2,23,2.05,4,0.36
2351,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,19-176,2004,3,9,2.96,1,0.33
2352,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,29-184,1994,11.6,37,3.2,2,0.17
2353,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,29-179,1994,17.9,32,1.78,7,0.39
2354,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,33-116,1990,4.8,3,0.63,0,0
2355,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,29-109,1994,9,17,1.89,3,0.33
2356,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,21-232,2002,7.4,24,3.23,0,0
2357,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,25-090,1998,7,11,1.56,2,0.28
2358,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,34-311,1989,0.1,0,0,0,0
2359,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,26-046,1997,15.4,6,0.39,1,0.07
2360,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,23-271,2000,4.9,12,2.47,3,0.62
2361,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,27-324,1996,2,8,4,2,1
2362,Pablo Torre,es ESP,"MF,FW",Girona,es La Liga,20-306,2003,4.9,18,3.68,4,0.82
2363,Raúl Torrente,es ESP,DF,Granada,es La Liga,22-145,2001,11.5,6,0.52,0,0
2364,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23-339,2000,10.4,40,3.85,6,0.58
2365,Óliver Torres,es ESP,MF,Sevilla,es La Liga,29-085,1994,9.7,35,3.61,1,0.1
2366,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,27-018,1997,16.9,19,1.13,1,0.06
2367,Lucas Torró,es ESP,MF,Osasuna,es La Liga,29-199,1994,12.3,14,1.14,0,0
2368,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,de Bundesliga,19-001,2005,0.3,0,0,0,0
2369,Ahmed Touba,dz ALG,DF,Lecce,it Serie A,25-328,1998,2.3,1,0.44,0,0
2370,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,29-337,1994,14,26,1.86,0,0
2371,Souleymane Touré,fr FRA,DF,Lorient,fr Ligue 1,20-312,2003,12,10,0.83,1,0.08
2372,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26-280,1997,5.4,11,2.03,0,0
2373,Andros Townsend,eng ENG,"MF,FW",Luton Town,eng Premier League,32-202,1991,7.8,22,2.81,4,0.51
2374,James Trafford,eng ENG,GK,Burnley,eng Premier League,21-116,2002,22,5,0.23,1,0.05
2375,Adama Traoré,es ESP,"FW,DF",Fulham,eng Premier League,28-009,1996,0.5,0,0,0,0
2376,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,eng Premier League,28-150,1995,0.1,0,0,0,0
2377,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,22-167,2001,4.3,9,2.07,2,0.46
2378,Chaka Traorè,ci CIV,FW,Milan,it Serie A,19-042,2004,0.2,0,0,0,0
2379,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,32-007,1992,16.4,42,2.56,3,0.18
2380,Ismaël Traoré,ci CIV,DF,Metz,fr Ligue 1,37-169,1986,15,5,0.33,1,0.07
2381,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,25-364,1998,15.3,22,1.44,3,0.2
2382,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33-210,1990,18,1,0.06,0,0
2383,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,35-283,1988,9.1,38,4.18,3,0.33
2384,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,24-251,1999,4.5,9,2,0,0
2385,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,32-109,1991,2,4,2,1,0.5
2386,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,de Bundesliga,36-344,1987,10.4,35,3.38,1,0.1
2387,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,33-137,1990,19.5,88,4.52,10,0.51
2388,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,29-061,1994,8.3,35,4.22,2,0.24
2389,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,22-075,2001,14.2,25,1.76,2,0.14
2390,Auston Trusty,us USA,DF,Sheffield Utd,eng Premier League,25-175,1998,15,7,0.47,0,0
2391,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,27-267,1996,7.4,30,4.07,2,0.27
2392,Viktor Tsyhankov,ua UKR,"MF,DF",Girona,es La Liga,26-080,1997,12.6,43,3.42,6,0.48
2393,Stefano Turati,it ITA,GK,Frosinone,it Serie A,22-151,2001,21,1,0.05,0,0
2394,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29-224,1994,17,4,0.24,0,0
2395,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,22-003,2002,8.3,15,1.81,1,0.12
2396,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24-214,1999,17,14,0.82,2,0.12
2397,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,21-067,2002,17.7,41,2.32,6,0.34
2398,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,27-320,1996,17,33,1.94,3,0.18
2399,Manuel Ugarte Ribeiro,uy URU,MF,Paris S-G,fr Ligue 1,22-298,2001,12.8,22,1.71,5,0.39
2400,Lesley Ugochukwu,fr FRA,MF,Chelsea,eng Premier League,19-314,2004,3,3,0.99,0,0
2401,Lukas Ullrich,de GER,DF,M'Gladbach,de Bundesliga,19-324,2004,0.2,0,0,0,0
2402,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,35-184,1988,8,1,0.12,0,0
2403,Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,30-081,1993,2.1,0,0,0,0
2404,Enes Ünal,tr TUR,"FW,MF",Getafe,es La Liga,26-269,1997,1.6,5,3.21,1,0.64
2405,Deniz Undav,de GER,FW,Stuttgart,de Bundesliga,27-199,1996,11.6,49,4.21,5,0.43
2406,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,25-099,1998,14.2,22,1.55,3,0.21
2407,Kacper Urbanski,pl POL,FW,Bologna,it Serie A,19-149,2004,4.4,13,2.93,0,0
2408,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,32-163,1991,2.9,8,2.8,0,0
2409,Myrto Uzuni,al ALB,"FW,MF",Granada,es La Liga,28-248,1995,18.1,20,1.1,0,0
2410,Josha Vagnoman,de GER,"DF,FW",Stuttgart,de Bundesliga,23-054,2000,5.8,13,2.23,2,0.34
2411,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,29-167,1994,18.6,29,1.56,0,0
2412,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,28-054,1995,17.9,12,0.67,0,0
2413,Jesús Vallejo,es ESP,DF,Granada,es La Liga,27-029,1997,1.2,1,0.83,0,0
2414,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26-193,1997,22,3,0.14,1,0.05
2415,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,25-196,1998,19.5,77,3.95,6,0.31
2416,Kévin Van Den Kerkhof,dz ALG,FW,Metz,fr Ligue 1,27-326,1996,9.8,14,1.43,2,0.2
2417,Siebe Van Der Heyden,be BEL,DF,Mallorca,es La Liga,25-249,1998,3.2,3,0.94,0,0
2418,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32-210,1991,19.3,32,1.66,2,0.1
2419,Vanderson,br BRA,DF,Monaco,fr Ligue 1,22-227,2001,12,31,2.58,4,0.33
2420,Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,30-284,1993,8.8,10,1.13,0,0
2421,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,25-182,1998,10.6,34,3.21,2,0.19
2422,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,25-104,1998,17.3,24,1.39,2,0.12
2423,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,25-176,1998,21.7,70,3.23,5,0.23
2424,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,21-032,2003,2.7,5,1.83,0,0
2425,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,30-317,1993,6.9,7,1.02,0,0
2426,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32-217,1991,6.4,29,4.52,5,0.78
2427,Matías Vecino,uy URU,MF,Lazio,it Serie A,32-163,1991,4.7,8,1.71,1,0.21
2428,Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21-252,2002,0.2,0,0,0,0
2429,Alejo Véliz,ar ARG,FW,Tottenham,eng Premier League,20-137,2003,0.6,1,1.84,0,0
2430,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,28-130,1995,12.2,8,0.66,3,0.25
2431,Joël Veltman,nl NED,DF,Brighton,eng Premier League,32-019,1992,10.2,7,0.69,1,0.1
2432,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,22-290,2001,12.5,3,0.24,0,0
2433,Lorenzo Venuti,it ITA,"DF,FW",Lecce,it Serie A,28-297,1995,1.3,0,0,0,0
2434,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,21-169,2002,9,2,0.22,0,0
2435,Simone Verdi,it ITA,FW,Torino,it Serie A,31-206,1992,0,1,22.5,0,0
2436,Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30-339,1993,14.6,59,4.03,8,0.55
2437,Arthur Vermeeren,be BEL,MF,Atlético Madrid,es La Liga,18-361,2005,0.5,0,0,0,0
2438,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,30-258,1993,12.2,18,1.47,2,0.16
2439,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,27-119,1996,22,1,0.05,0,0
2440,Carlos Vicente,es ESP,"FW,MF",Alavés,es La Liga,24-286,1999,3.2,12,3.76,2,0.63
2441,Nacho Vidal,es ESP,"DF,FW",Osasuna,es La Liga,29-010,1995,1.1,1,0.94,0,0
2442,Nacho Vidal,es ESP,DF,Mallorca,es La Liga,29-010,1995,0.4,0,0,0,0
2443,Fabio Vieira,pt POR,MF,Arsenal,eng Premier League,23-249,2000,2.7,9,3.36,5,1.87
2444,Jonathan Viera,es ESP,"MF,FW",Las Palmas,es La Liga,34-105,1989,6.9,30,4.37,1,0.15
2445,Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19-344,2004,3.8,11,2.89,0,0
2446,Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,de Bundesliga,20-124,2003,5.8,11,1.9,0,0
2447,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,26-126,1997,3.1,13,4.19,1,0.32
2448,Gonzalo Villar,es ESP,MF,Granada,es La Liga,25-317,1998,13.3,34,2.55,6,0.45
2449,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26-209,1997,9.3,2,0.22,0,0
2450,Matías Viña,uy URU,DF,Sassuolo,it Serie A,26-086,1997,11.3,33,2.93,6,0.53
2451,Rúben Vinagre,pt POR,DF,Hellas Verona,it Serie A,24-300,1999,0,0,0,0,0
2452,Carlos Vinícius,br BRA,FW,Fulham,eng Premier League,28-315,1995,3.5,9,2.57,1,0.29
2453,Nicolas Viola,it ITA,"MF,FW",Cagliari,it Serie A,34-114,1989,9.8,53,5.43,4,0.41
2454,Alan Virginius,fr FRA,FW,Lille,fr Ligue 1,21-031,2003,0.8,2,2.54,0,0
2455,Alan Virginius,fr FRA,MF,Clermont Foot,fr Ligue 1,21-031,2003,0.8,2,2.5,0,0
2456,Ricardo Visus,es ESP,DF,Betis,es La Liga,22-285,2001,0.8,,,,
2457,Mattia Viti,it ITA,DF,Sassuolo,it Serie A,22-010,2002,3.9,3,0.76,0,0
2458,Vitinha,pt POR,FW,Marseille,fr Ligue 1,23-325,2000,10.3,37,3.61,6,0.59
2459,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,23-355,2000,15.3,60,3.88,7,0.45
2460,Vitinho,br BRA,DF,Burnley,eng Premier League,24-195,1999,14.6,26,1.78,3,0.21
2461,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,24-203,1999,21.7,14,0.64,2,0.09
2462,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29-283,1994,5,1,0.2,0,0
2463,Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,24-006,2000,14.7,46,3.13,7,0.48
2464,Nikola Vlašić,hr CRO,MF,Torino,it Serie A,26-122,1997,16.3,43,2.64,5,0.31
2465,Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,25-142,1998,4.9,8,1.64,0,0
2466,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,32-133,1991,14.7,23,1.57,4,0.27
2467,Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,32-133,1991,3,2,0.67,0,0
2468,Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,29-002,1995,8.5,17,1.99,1,0.12
2469,Kevin Volland,de GER,"MF,FW",Union Berlin,de Bundesliga,31-188,1992,6.8,17,2.51,3,0.44
2470,Cristian Volpato,it ITA,"MF,FW",Sassuolo,it Serie A,20-080,2003,2.3,18,7.9,0,0
2471,Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,21-122,2002,8.8,9,1.02,2,0.23
2472,Stefan de Vrij,nl NED,DF,Inter,it Serie A,31-363,1992,10.3,4,0.39,0,0
2473,Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,21-032,2003,0.2,1,6.92,0,0
2474,Elye Wahi,fr FRA,FW,Lens,fr Ligue 1,21-032,2003,8.4,13,1.56,2,0.24
2475,Walace,br BRA,MF,Udinese,it Serie A,28-305,1995,21,35,1.66,2,0.1
2476,Luca Waldschmidt,de GER,"MF,FW",Köln,de Bundesliga,27-260,1996,9.4,30,3.19,2,0.21
2477,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,33-251,1990,19.7,40,2.03,7,0.35
2478,Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,23-304,2000,11.8,11,0.93,1,0.08
2479,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,eng Premier League,26-069,1997,9.8,10,1.02,1,0.1
2480,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,34-097,1989,14.8,14,0.95,3,0.2
2481,James Ward-Prowse,eng ENG,MF,West Ham,eng Premier League,29-094,1994,20.7,73,3.53,10,0.48
2482,Deivid Washington,br BRA,DF,Chelsea,eng Premier League,18-243,2005,0.1,0,0,0,0
2483,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,28-035,1995,21.5,63,2.93,15,0.7
2484,Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,23-346,2000,8.1,16,1.98,2,0.25
2485,Adam Webster,eng ENG,DF,Brighton,eng Premier League,29-030,1995,7,5,0.71,0,0
2486,Wout Weghorst,nl NED,FW,Hoffenheim,de Bundesliga,31-180,1992,13.6,39,2.87,3,0.22
2487,Julian Weigl,de GER,MF,M'Gladbach,de Bundesliga,28-148,1995,16.9,24,1.42,3,0.18
2488,Nelson Weiper,de GER,"FW,MF",Mainz 05,de Bundesliga,18-323,2005,1.2,3,2.6,0,0
2489,Mitchell Weiser,de GER,"DF,FW",Werder Bremen,de Bundesliga,29-288,1994,17.4,40,2.3,7,0.4
2490,Noah Weißhaupt,de GER,"DF,FW",Freiburg,de Bundesliga,22-136,2001,7,28,4,4,0.57
2491,Shon Weissman,il ISR,FW,Granada,es La Liga,27-354,1996,0.9,2,2.2,0,0
2492,Danny Welbeck,eng ENG,"FW,MF",Brighton,eng Premier League,33-069,1990,8.4,31,3.71,4,0.48
2493,Timo Werner,de GER,FW,Tottenham,eng Premier League,27-334,1996,1.9,7,3.75,3,1.61
2494,Timo Werner,de GER,"FW,MF",RB Leipzig,de Bundesliga,27-334,1996,2.3,8,3.46,1,0.43
2495,Ben White,eng ENG,DF,Arsenal,eng Premier League,26-118,1997,18.4,43,2.34,2,0.11
2496,Silvan Widmer,ch SUI,"DF,FW",Mainz 05,de Bundesliga,30-335,1993,5.9,11,1.87,0,0
2497,Mateusz Wieteska,pl POL,DF,Cagliari,it Serie A,26-357,1997,7.3,8,1.1,1,0.14
2498,Mateusz Wieteska,pl POL,DF,Clermont Foot,fr Ligue 1,26-357,1997,1.9,1,0.51,0,0
2499,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,29-233,1994,19.3,73,3.79,7,0.36
2500,Neco Williams,wls WAL,"DF,FW",Nott'ham Forest,eng Premier League,22-296,2001,6,12,2,1,0.17
2501,Nico Williams,es ESP,FW,Athletic Club,es La Liga,21-206,2002,16.6,90,5.42,18,1.08
2502,Willian,br BRA,FW,Fulham,eng Premier League,35-178,1988,14,68,4.86,6,0.43
2503,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,24-167,1999,1.5,4,2.63,0,0
2504,Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,31-341,1992,8.1,15,1.86,4,0.5
2505,Harry Wilson,wls WAL,FW,Fulham,eng Premier League,26-318,1997,12.3,42,3.42,7,0.57
